Day,Hour,MWh
03/08/2024,18,6388.00
03/08/2024,19,6572.75
03/08/2024,20,6679.25
03/08/2024,21,6849.50
03/08/2024,22,6487.75
03/08/2024,23,5934.75
03/08/2024,24,5474.50
04/08/2024,1,5201.50
04/08/2024,2,5072.25
04/08/2024,3,4962.00
04/08/2024,4,4888.25
04/08/2024,5,4823.75
04/08/2024,6,4745.50
04/08/2024,7,4834.00
04/08/2024,8,4909.75
04/08/2024,9,4842.75
04/08/2024,10,4730.75
04/08/2024,11,4675.00
04/08/2024,12,4685.00
04/08/2024,13,4692.25
04/08/2024,14,4730.75
04/08/2024,15,4916.50
04/08/2024,16,5069.00
04/08/2024,17,5246.50
04/08/2024,18,5508.75
04/08/2024,19,5727.50
04/08/2024,20,5970.25
04/08/2024,21,6153.00
04/08/2024,22,5866.50
04/08/2024,23,5447.25
04/08/2024,24,5127.00
05/08/2024,1,4918.50
05/08/2024,2,4800.00
05/08/2024,3,4749.50
05/08/2024,4,4763.50
05/08/2024,5,4898.50
05/08/2024,6,5198.25
05/08/2024,7,5747.00
05/08/2024,8,6101.00
05/08/2024,9,6105.25
05/08/2024,10,5909.50
05/08/2024,11,5792.50
05/08/2024,12,5786.50
05/08/2024,13,5849.75
05/08/2024,14,5925.75
05/08/2024,15,6060.00
05/08/2024,16,6146.50
05/08/2024,17,6385.50
05/08/2024,18,6685.00
05/08/2024,19,6893.50
05/08/2024,20,7035.25
05/08/2024,21,7104.00
05/08/2024,22,6598.25
05/08/2024,23,5993.75
05/08/2024,24,5566.25
06/08/2024,1,5318.75
06/08/2024,2,5197.25
06/08/2024,3,5128.00
06/08/2024,4,5138.50
06/08/2024,5,5193.25
06/08/2024,6,5426.75
06/08/2024,7,5910.25
06/08/2024,8,6190.75
06/08/2024,9,6150.75
06/08/2024,10,5980.00
06/08/2024,11,5841.96
06/08/2024,12,5792.75
06/08/2024,13,5884.50
06/08/2024,14,5772.50
06/08/2024,15,5620.75
06/08/2024,16,5672.00
06/08/2024,17,5721.25
06/08/2024,18,6020.50
06/08/2024,19,6268.00
06/08/2024,20,6439.00
06/08/2024,21,6632.25
06/08/2024,22,6183.25
06/08/2024,23,5658.50
06/08/2024,24,5272.25
07/08/2024,1,5026.75
07/08/2024,2,4898.50
07/08/2024,3,4837.75
07/08/2024,4,4863.50
07/08/2024,5,4959.50
07/08/2024,6,5198.50
07/08/2024,7,5661.75
07/08/2024,8,5880.25
07/08/2024,9,5783.50
07/08/2024,10,5501.25
07/08/2024,11,5400.25
07/08/2024,12,5369.75
07/08/2024,13,5480.00
07/08/2024,14,5555.50
07/08/2024,15,5623.50
07/08/2024,16,5728.00
07/08/2024,17,5962.00
07/08/2024,18,6344.25
07/08/2024,19,6647.25
07/08/2024,20,6850.50
07/08/2024,21,6994.25
07/08/2024,22,6521.00
07/08/2024,23,5908.75
07/08/2024,24,5490.25
08/08/2024,1,5225.00
08/08/2024,2,5081.00
08/08/2024,3,5040.00
08/08/2024,4,5003.00
08/08/2024,5,5071.50
08/08/2024,6,5303.25
08/08/2024,7,5719.50
08/08/2024,8,5911.25
08/08/2024,9,5896.75
08/08/2024,10,5808.75
08/08/2024,11,5575.50
08/08/2024,12,5613.25
08/08/2024,13,5710.25
08/08/2024,14,5773.00
08/08/2024,15,5901.50
08/08/2024,16,6028.25
08/08/2024,17,6306.75
08/08/2024,18,6617.25
08/08/2024,19,6939.00
08/08/2024,20,7053.00
08/08/2024,21,7137.50
08/08/2024,22,6626.75
08/08/2024,23,6030.75
08/08/2024,24,5608.50
09/08/2024,1,5329.00
09/08/2024,2,5164.75
09/08/2024,3,5093.00
09/08/2024,4,5119.00
09/08/2024,5,5224.00
09/08/2024,6,5407.75
09/08/2024,7,5904.50
09/08/2024,8,6252.00
09/08/2024,9,6352.75
09/08/2024,10,6361.75
09/08/2024,11,6389.75
09/08/2024,12,6318.00
09/08/2024,13,6291.75
09/08/2024,14,6262.50
09/08/2024,15,6357.25
09/08/2024,16,6349.50
09/08/2024,17,6382.00
09/08/2024,18,6467.00
09/08/2024,19,6629.50
09/08/2024,20,6755.75
09/08/2024,21,6872.75
09/08/2024,22,6409.25
09/08/2024,23,5846.50
09/08/2024,24,5458.25
10/08/2024,1,5223.00
10/08/2024,2,5065.00
10/08/2024,3,4973.00
10/08/2024,4,4943.75
10/08/2024,5,4952.25
10/08/2024,6,4945.00
10/08/2024,7,5096.75
10/08/2024,8,5192.25
10/08/2024,9,5170.00
10/08/2024,10,5061.00
10/08/2024,11,4995.00
10/08/2024,12,5016.25
10/08/2024,13,4996.75
10/08/2024,14,4966.75
10/08/2024,15,5043.75
10/08/2024,16,5261.75
10/08/2024,17,5619.25
10/08/2024,18,6033.75
10/08/2024,19,6357.25
10/08/2024,20,6510.25
10/08/2024,21,6679.75
10/08/2024,22,6266.50
10/08/2024,23,5741.00
10/08/2024,24,5309.75
11/08/2024,1,5019.50
11/08/2024,2,4856.75
11/08/2024,3,4732.50
11/08/2024,4,4698.50
11/08/2024,5,4677.75
11/08/2024,6,4582.25
11/08/2024,7,4609.25
11/08/2024,8,4585.75
11/08/2024,9,4459.75
11/08/2024,10,4345.50
11/08/2024,11,4349.00
11/08/2024,12,4360.25
11/08/2024,13,4436.00
11/08/2024,14,4526.00
11/08/2024,15,4646.75
11/08/2024,16,4972.50
11/08/2024,17,5333.00
11/08/2024,18,5755.50
11/08/2024,19,6130.25
11/08/2024,20,6305.75
11/08/2024,21,6473.75
11/08/2024,22,6124.50
11/08/2024,23,5620.50
11/08/2024,24,5218.00
12/08/2024,1,4988.25
12/08/2024,2,4844.50
12/08/2024,3,4760.00
12/08/2024,4,4766.00
12/08/2024,5,4854.00
12/08/2024,6,5125.50
12/08/2024,7,5652.00
12/08/2024,8,5976.25
12/08/2024,9,6021.50
12/08/2024,10,5890.00
12/08/2024,11,5858.50
12/08/2024,12,5863.25
12/08/2024,13,5976.75
12/08/2024,14,6073.25
12/08/2024,15,6201.50
12/08/2024,16,6321.50
12/08/2024,17,6621.00
12/08/2024,18,7011.50
12/08/2024,19,7322.00
12/08/2024,20,7408.25
12/08/2024,21,7432.75
12/08/2024,22,6862.50
12/08/2024,23,6208.50
12/08/2024,24,5726.75
13/08/2024,1,5422.75
13/08/2024,2,5256.75
13/08/2024,3,5158.25
13/08/2024,4,5136.25
13/08/2024,5,5225.25
13/08/2024,6,5406.25
13/08/2024,7,5895.75
13/08/2024,8,6105.75
13/08/2024,9,6052.25
13/08/2024,10,5949.50
13/08/2024,11,5999.00
13/08/2024,12,6039.50
13/08/2024,13,6175.00
13/08/2024,14,6240.00
13/08/2024,15,6319.00
13/08/2024,16,6493.25
13/08/2024,17,6864.75
13/08/2024,18,7241.50
13/08/2024,19,7494.00
13/08/2024,20,7599.75
13/08/2024,21,7640.50
13/08/2024,22,7056.50
13/08/2024,23,6385.75
13/08/2024,24,5866.25
14/08/2024,1,5518.25
14/08/2024,2,5346.00
14/08/2024,3,5225.25
14/08/2024,4,5212.00
14/08/2024,5,5281.00
14/08/2024,6,5477.25
14/08/2024,7,5946.50
14/08/2024,8,6207.50
14/08/2024,9,6177.00
14/08/2024,10,6059.50
14/08/2024,11,6099.50
14/08/2024,12,6085.75
14/08/2024,13,6242.00
14/08/2024,14,6316.50
14/08/2024,15,6474.00
14/08/2024,16,6756.00
14/08/2024,17,7022.00
14/08/2024,18,7322.25
14/08/2024,19,7520.50
14/08/2024,20,7574.50
14/08/2024,21,7609.50
14/08/2024,22,7036.50
14/08/2024,23,6390.00
14/08/2024,24,5868.25
15/08/2024,1,5519.25
15/08/2024,2,5316.25
15/08/2024,3,5151.25
15/08/2024,4,5091.75
15/08/2024,5,5094.75
15/08/2024,6,5109.00
15/08/2024,7,5203.00
15/08/2024,8,5244.50
15/08/2024,9,5131.00
15/08/2024,10,4956.50
15/08/2024,11,4988.25
15/08/2024,12,5063.50
15/08/2024,13,5142.75
15/08/2024,14,5255.25
15/08/2024,15,5477.50
15/08/2024,16,5825.50
15/08/2024,17,6193.00
15/08/2024,18,6502.25
15/08/2024,19,6709.00
15/08/2024,20,6831.25
15/08/2024,21,6886.50
15/08/2024,22,6483.25
15/08/2024,23,5962.25
15/08/2024,24,5541.50
16/08/2024,1,5248.25
16/08/2024,2,5043.00
16/08/2024,3,4959.75
16/08/2024,4,4935.50
16/08/2024,5,4977.00
16/08/2024,6,5094.75
16/08/2024,7,5473.50
16/08/2024,8,5711.25
16/08/2024,9,5673.25
16/08/2024,10,5640.25
16/08/2024,11,5659.50
16/08/2024,12,5733.75
16/08/2024,13,5888.50
16/08/2024,14,6031.50
16/08/2024,15,6271.50
16/08/2024,16,6568.25
16/08/2024,17,6861.00
16/08/2024,18,7009.25
16/08/2024,19,7085.25
16/08/2024,20,7167.50
16/08/2024,21,7182.00
16/08/2024,22,6664.25
16/08/2024,23,6102.75
16/08/2024,24,5657.25
17/08/2024,1,5373.75
17/08/2024,2,5200.25
17/08/2024,3,5092.50
17/08/2024,4,5044.25
17/08/2024,5,5064.25
17/08/2024,6,5059.25
17/08/2024,7,5206.75
17/08/2024,8,5369.75
17/08/2024,9,5389.50
17/08/2024,10,5314.00
17/08/2024,11,5312.00
17/08/2024,12,5355.75
17/08/2024,13,5410.75
17/08/2024,14,5452.75
17/08/2024,15,5662.75
17/08/2024,16,6036.75
17/08/2024,17,6395.00
17/08/2024,18,6661.00
17/08/2024,19,6730.00
17/08/2024,20,6769.00
17/08/2024,21,6781.50
17/08/2024,22,6312.75
17/08/2024,23,5817.25
17/08/2024,24,5452.00
18/08/2024,1,5192.25
18/08/2024,2,5027.50
18/08/2024,3,4923.75
18/08/2024,4,4879.25
18/08/2024,5,4852.75
18/08/2024,6,4796.25
18/08/2024,7,4801.75
18/08/2024,8,4840.50
18/08/2024,9,4777.75
18/08/2024,10,4688.00
18/08/2024,11,4684.00
18/08/2024,12,4712.50
18/08/2024,13,4768.75
18/08/2024,14,4837.00
18/08/2024,15,4975.00
18/08/2024,16,5244.25
18/08/2024,17,5599.75
18/08/2024,18,6052.00
18/08/2024,19,6346.00
18/08/2024,20,6522.00
18/08/2024,21,6565.50
18/08/2024,22,6181.00
18/08/2024,23,5714.50
18/08/2024,24,5311.00
19/08/2024,1,5051.91
19/08/2024,2,4910.00
19/08/2024,3,4820.75
19/08/2024,4,4807.25
19/08/2024,5,4934.75
19/08/2024,6,5261.75
19/08/2024,7,5800.25
19/08/2024,8,6149.75
19/08/2024,9,6224.25
19/08/2024,10,6131.50
19/08/2024,11,6086.50
19/08/2024,12,6137.25
19/08/2024,13,6226.50
19/08/2024,14,6299.75
19/08/2024,15,6378.25
19/08/2024,16,6603.50
19/08/2024,17,6902.25
19/08/2024,18,7262.50
19/08/2024,19,7442.00
19/08/2024,20,7545.00
19/08/2024,21,7535.25
19/08/2024,22,6903.00
19/08/2024,23,6284.25
19/08/2024,24,5806.00
20/08/2024,1,5524.25
20/08/2024,2,5356.75
20/08/2024,3,5240.75
20/08/2024,4,5241.75
20/08/2024,5,5333.75
20/08/2024,6,5571.50
20/08/2024,7,6046.00
20/08/2024,8,6328.25
20/08/2024,9,6337.00
20/08/2024,10,6277.25
20/08/2024,11,6265.00
20/08/2024,12,6323.75
20/08/2024,13,6500.50
20/08/2024,14,6612.50
20/08/2024,15,6712.00
20/08/2024,16,6896.00
20/08/2024,17,7066.25
20/08/2024,18,7221.25
20/08/2024,19,7316.50
20/08/2024,20,7484.75
20/08/2024,21,7432.25
20/08/2024,22,6848.00
20/08/2024,23,6252.00
20/08/2024,24,5821.25
21/08/2024,1,5520.50
21/08/2024,2,5374.25
21/08/2024,3,5271.00
21/08/2024,4,5264.25
21/08/2024,5,5367.50
21/08/2024,6,5604.75
21/08/2024,7,6085.50
21/08/2024,8,6386.00
21/08/2024,9,6360.00
21/08/2024,10,6256.50
21/08/2024,11,6192.50
21/08/2024,12,6210.00
21/08/2024,13,6292.00
21/08/2024,14,6337.00
21/08/2024,15,6437.50
21/08/2024,16,6697.75
21/08/2024,17,6964.50
21/08/2024,18,7246.50
21/08/2024,19,7382.00
21/08/2024,20,7513.00
21/08/2024,21,7425.50
21/08/2024,22,6810.00
21/08/2024,23,6233.00
21/08/2024,24,5808.50
22/08/2024,1,5541.75
22/08/2024,2,5387.25
22/08/2024,3,5248.75
22/08/2024,4,5293.00
22/08/2024,5,5402.50
22/08/2024,6,5614.00
22/08/2024,7,6091.00
22/08/2024,8,6388.75
22/08/2024,9,6300.50
22/08/2024,10,6636.75
22/08/2024,11,6065.50
22/08/2024,12,6108.25
22/08/2024,13,6262.50
22/08/2024,14,6371.00
22/08/2024,15,6448.50
22/08/2024,16,6735.75
22/08/2024,17,6921.50
22/08/2024,18,7093.50
22/08/2024,19,7262.75
22/08/2024,20,7466.25
22/08/2024,21,7382.75
22/08/2024,22,6768.00
22/08/2024,23,6187.75
22/08/2024,24,5731.75
23/08/2024,1,5474.75
23/08/2024,2,5307.00
23/08/2024,3,5228.00
23/08/2024,4,5249.75
23/08/2024,5,5354.50
23/08/2024,6,5548.75
23/08/2024,7,6032.50
23/08/2024,8,6269.75
23/08/2024,9,6172.50
23/08/2024,10,5942.50
23/08/2024,11,5837.25
23/08/2024,12,5830.50
23/08/2024,13,5938.75
23/08/2024,14,5991.25
23/08/2024,15,6090.75
23/08/2024,16,6341.00
23/08/2024,17,6685.50
23/08/2024,18,7088.00
23/08/2024,19,7270.50
23/08/2024,20,7400.50
23/08/2024,21,7309.75
23/08/2024,22,6696.50
23/08/2024,23,6143.75
23/08/2024,24,5745.25
24/08/2024,1,5458.50
24/08/2024,2,5274.75
24/08/2024,3,5155.25
24/08/2024,4,5111.75
24/08/2024,5,5101.00
24/08/2024,6,5110.50
24/08/2024,7,5266.50
24/08/2024,8,5354.50
24/08/2024,9,5254.75
24/08/2024,10,5139.00
24/08/2024,11,5080.50
24/08/2024,12,5097.75
24/08/2024,13,5165.00
24/08/2024,14,5195.50
24/08/2024,15,5311.25
24/08/2024,16,5603.50
24/08/2024,17,6071.00
24/08/2024,18,6448.25
24/08/2024,19,6720.50
24/08/2024,20,6846.25
24/08/2024,21,6818.75
24/08/2024,22,6300.00
24/08/2024,23,5775.00
24/08/2024,24,5406.00
25/08/2024,1,5130.50
25/08/2024,2,4928.75
25/08/2024,3,4818.25
25/08/2024,4,4745.75
25/08/2024,5,4734.25
25/08/2024,6,4671.75
25/08/2024,7,4673.75
25/08/2024,8,4662.25
25/08/2024,9,4537.50
25/08/2024,10,4421.75
25/08/2024,11,4401.75
25/08/2024,12,4483.25
25/08/2024,13,3413.75
25/08/2024,14,4695.00
25/08/2024,15,4903.50
25/08/2024,16,5235.50
25/08/2024,17,5713.25
25/08/2024,18,4623.25
25/08/2024,19,6448.75
25/08/2024,20,6629.25
25/08/2024,21,6660.50
25/08/2024,22,6220.00
25/08/2024,23,5723.75
25/08/2024,24,5349.75
26/08/2024,1,5170.25
26/08/2024,2,4953.25
26/08/2024,3,4875.50
26/08/2024,4,4879.25
26/08/2024,5,5033.50
26/08/2024,6,5439.75
26/08/2024,7,6038.25
26/08/2024,8,6393.00
26/08/2024,9,6436.25
26/08/2024,10,6343.50
26/08/2024,11,6385.75
26/08/2024,12,6499.50
26/08/2024,13,6694.00
26/08/2024,14,6808.25
26/08/2024,15,6897.25
26/08/2024,16,7074.75
26/08/2024,17,7228.00
26/08/2024,18,7382.75
26/08/2024,19,7488.25
26/08/2024,20,7674.00
26/08/2024,21,7513.50
26/08/2024,22,6825.00
26/08/2024,23,6222.00
26/08/2024,24,5808.25
27/08/2024,1,5543.75
27/08/2024,2,5401.50
27/08/2024,3,5307.75
27/08/2024,4,5301.75
27/08/2024,5,5434.00
27/08/2024,6,5722.00
27/08/2024,7,6273.00
27/08/2024,8,6699.50
27/08/2024,9,6812.75
27/08/2024,10,6729.75
27/08/2024,11,6670.50
27/08/2024,12,6657.25
27/08/2024,13,6970.50
27/08/2024,14,6961.50
27/08/2024,15,6899.25
27/08/2024,16,6924.50
27/08/2024,17,6930.75
27/08/2024,18,7151.50
27/08/2024,19,7161.75
27/08/2024,20,7369.50
27/08/2024,21,7246.50
27/08/2024,22,6636.75
27/08/2024,23,6102.75
27/08/2024,24,5734.25
28/08/2024,1,5496.00
28/08/2024,2,5331.25
28/08/2024,3,5286.00
28/08/2024,4,5281.50
28/08/2024,5,5447.50
28/08/2024,6,5739.75
28/08/2024,7,6296.00
28/08/2024,8,6696.00
28/08/2024,9,6720.50
28/08/2024,10,6617.50
28/08/2024,11,6535.75
28/08/2024,12,6520.50
28/08/2024,13,6536.25
28/08/2024,14,6515.25
28/08/2024,15,6659.75
28/08/2024,16,6759.75
28/08/2024,17,6940.50
28/08/2024,18,7071.50
28/08/2024,19,7177.00
28/08/2024,20,7471.75
28/08/2024,21,7334.50
28/08/2024,22,6737.25
28/08/2024,23,6184.50
28/08/2024,24,5770.75
29/08/2024,1,5501.50
29/08/2024,2,5318.00
29/08/2024,3,5278.50
29/08/2024,4,5282.50
29/08/2024,5,5415.75
29/08/2024,6,5705.50
29/08/2024,7,6134.00
29/08/2024,8,6420.25
29/08/2024,9,6380.25
29/08/2024,10,6314.25
29/08/2024,11,6249.25
29/08/2024,12,6211.25
29/08/2024,13,6269.25
29/08/2024,14,6313.75
29/08/2024,15,6316.50
29/08/2024,16,6430.00
29/08/2024,17,6651.25
29/08/2024,18,6755.75
29/08/2024,19,6866.75
29/08/2024,20,7115.00
29/08/2024,21,7003.25
29/08/2024,22,6475.50
29/08/2024,23,5978.50
29/08/2024,24,5606.25
30/08/2024,1,5368.50
30/08/2024,2,5266.75
30/08/2024,3,5164.25
30/08/2024,4,5176.25
30/08/2024,5,5291.75
30/08/2024,6,5606.50
30/08/2024,7,6147.25
30/08/2024,8,6532.25
30/08/2024,9,6616.25
30/08/2024,10,6457.25
30/08/2024,11,6270.00
30/08/2024,12,6211.50
30/08/2024,13,6380.50
30/08/2024,14,6305.50
30/08/2024,15,6289.00
30/08/2024,16,6479.25
30/08/2024,17,6603.75
30/08/2024,18,6806.50
30/08/2024,19,6952.00
30/08/2024,20,7189.25
30/08/2024,21,7056.25
30/08/2024,22,6459.25
30/08/2024,23,5961.00
30/08/2024,24,5586.50
31/08/2024,1,5355.50
31/08/2024,2,5175.50
31/08/2024,3,5073.50
31/08/2024,4,5032.00
31/08/2024,5,5056.50
31/08/2024,6,5126.25
31/08/2024,7,5295.25
31/08/2024,8,5489.50
31/08/2024,9,5451.25
31/08/2024,10,5293.00
31/08/2024,11,5133.25
31/08/2024,12,5073.25
31/08/2024,13,5217.25
31/08/2024,14,5271.75
31/08/2024,15,5374.75
31/08/2024,16,5631.75
31/08/2024,17,5940.00
31/08/2024,18,6182.00
31/08/2024,19,6362.25
31/08/2024,20,6627.00
31/08/2024,21,6463.25
31/08/2024,22,6024.75
31/08/2024,23,5586.25
31/08/2024,24,5212.75
01/09/2024,1,4960.50
01/09/2024,2,4813.25
01/09/2024,3,4699.50
01/09/2024,4,4669.50
01/09/2024,5,4696.50
01/09/2024,6,4724.50
01/09/2024,7,4736.00
01/09/2024,8,4785.25
01/09/2024,9,4675.00
01/09/2024,10,4556.75
01/09/2024,11,4426.50
01/09/2024,12,4453.00
01/09/2024,13,4470.25
01/09/2024,14,4542.00
01/09/2024,15,4736.25
01/09/2024,16,4990.75
01/09/2024,17,5288.00
01/09/2024,18,5562.00
01/09/2024,19,5847.25
01/09/2024,20,6194.50
01/09/2024,21,6117.50
01/09/2024,22,5734.25
01/09/2024,23,5318.75
01/09/2024,24,4965.00
02/09/2024,1,4794.50
02/09/2024,2,4687.50
02/09/2024,3,4653.25
02/09/2024,4,4694.50
02/09/2024,5,4868.50
02/09/2024,6,5220.50
02/09/2024,7,5808.75
02/09/2024,8,6081.75
02/09/2024,9,5985.00
02/09/2024,10,5799.75
02/09/2024,11,5716.50
02/09/2024,12,5748.50
02/09/2024,13,5866.75
02/09/2024,14,5905.50
02/09/2024,15,6009.50
02/09/2024,16,6254.00
02/09/2024,17,6588.00
02/09/2024,18,6915.75
02/09/2024,19,7066.50
02/09/2024,20,7359.25
02/09/2024,21,7145.25
02/09/2024,22,6523.75
02/09/2024,23,5920.75
02/09/2024,24,5516.50
03/09/2024,1,5301.50
03/09/2024,2,5167.25
03/09/2024,3,5117.00
03/09/2024,4,5122.00
03/09/2024,5,5241.75
03/09/2024,6,5547.00
03/09/2024,7,6010.00
03/09/2024,8,6237.00
03/09/2024,9,6091.25
03/09/2024,10,5917.25
03/09/2024,11,5834.25
03/09/2024,12,5836.25
03/09/2024,13,5958.50
03/09/2024,14,6031.25
03/09/2024,15,6200.00
03/09/2024,16,6425.75
03/09/2024,17,6740.75
03/09/2024,18,7064.75
03/09/2024,19,7195.00
03/09/2024,20,7517.00
03/09/2024,21,7262.75
03/09/2024,22,6608.50
03/09/2024,23,6050.00
03/09/2024,24,5624.25
04/09/2024,1,5384.00
04/09/2024,2,5193.50
04/09/2024,3,5185.25
04/09/2024,4,5182.75
04/09/2024,5,5361.50
04/09/2024,6,5607.50
04/09/2024,7,6099.75
04/09/2024,8,6379.50
04/09/2024,9,6258.50
04/09/2024,10,5992.75
04/09/2024,11,5820.25
04/09/2024,12,5786.75
04/09/2024,13,5909.00
04/09/2024,14,6009.00
04/09/2024,15,6172.50
04/09/2024,16,6424.25
04/09/2024,17,6687.50
04/09/2024,18,6950.25
04/09/2024,19,7082.25
04/09/2024,20,7339.75
04/09/2024,21,7083.25
04/09/2024,22,6435.50
04/09/2024,23,5878.75
04/09/2024,24,5539.75
05/09/2024,1,5358.00
05/09/2024,2,5239.25
05/09/2024,3,5165.75
05/09/2024,4,5158.25
05/09/2024,5,5310.25
05/09/2024,6,5625.75
05/09/2024,7,6094.00
05/09/2024,8,6321.75
05/09/2024,9,6200.75
05/09/2024,10,5934.50
05/09/2024,11,5721.25
05/09/2024,12,5718.25
05/09/2024,13,5840.75
05/09/2024,14,5789.25
05/09/2024,15,5877.75
05/09/2024,16,6085.75
05/09/2024,17,6462.50
05/09/2024,18,6773.75
05/09/2024,19,6933.75
05/09/2024,20,7209.50
05/09/2024,21,7019.25
05/09/2024,22,6344.00
05/09/2024,23,5817.25
05/09/2024,24,5465.75
06/09/2024,1,5291.25
06/09/2024,2,5180.75
06/09/2024,3,5089.50
06/09/2024,4,5104.25
06/09/2024,5,5274.75
06/09/2024,6,5602.00
06/09/2024,7,6069.00
06/09/2024,8,6270.00
06/09/2024,9,6162.75
06/09/2024,10,5899.75
06/09/2024,11,5783.50
06/09/2024,12,5722.50
06/09/2024,13,5833.25
06/09/2024,14,5849.50
06/09/2024,15,5906.50
06/09/2024,16,6129.25
06/09/2024,17,6384.25
06/09/2024,18,6636.25
06/09/2024,19,6883.75
06/09/2024,20,7130.75
06/09/2024,21,6897.75
06/09/2024,22,6320.25
06/09/2024,23,5812.25
06/09/2024,24,5470.75
07/09/2024,1,5265.50
07/09/2024,2,5108.75
07/09/2024,3,5042.00
07/09/2024,4,5001.00
07/09/2024,5,5046.25
07/09/2024,6,5074.25
07/09/2024,7,5200.50
07/09/2024,8,5321.50
07/09/2024,9,5250.50
07/09/2024,10,5044.00
07/09/2024,11,4849.50
07/09/2024,12,4771.50
07/09/2024,13,4659.25
07/09/2024,14,4698.50
07/09/2024,15,4794.25
07/09/2024,16,5136.25
07/09/2024,17,5534.75
07/09/2024,18,6019.00
07/09/2024,19,6290.50
07/09/2024,20,6547.75
07/09/2024,21,6392.25
07/09/2024,22,5892.25
07/09/2024,23,5449.50
07/09/2024,24,5097.00
08/09/2024,1,4900.50
08/09/2024,2,4742.00
08/09/2024,3,4617.75
08/09/2024,4,4593.00
08/09/2024,5,4603.50
08/09/2024,6,4608.75
08/09/2024,7,4568.75
08/09/2024,8,4508.50
08/09/2024,9,4260.25
08/09/2024,10,4044.00
08/09/2024,11,3834.00
08/09/2024,12,3797.00
08/09/2024,13,3795.25
08/09/2024,14,3807.75
08/09/2024,15,3979.75
08/09/2024,16,4320.50
08/09/2024,17,4818.25
08/09/2024,18,5371.75
08/09/2024,19,5741.25
08/09/2024,20,6146.25
08/09/2024,21,6042.00
08/09/2024,22,5564.75
08/09/2024,23,5163.25
08/09/2024,24,4859.50
09/09/2024,1,4639.50
09/09/2024,2,4533.25
09/09/2024,3,4472.50
09/09/2024,4,4556.00
09/09/2024,5,4737.25
09/09/2024,6,5305.50
09/09/2024,7,5888.75
09/09/2024,8,6026.75
09/09/2024,9,5720.50
09/09/2024,10,5396.50
09/09/2024,11,5331.25
09/09/2024,12,5330.25
09/09/2024,13,5466.00
09/09/2024,14,5593.50
09/09/2024,15,5827.00
09/09/2024,16,6165.00
09/09/2024,17,6488.75
09/09/2024,18,6648.25
09/09/2024,19,6892.25
09/09/2024,20,7178.25
09/09/2024,21,6851.25
09/09/2024,22,6221.00
09/09/2024,23,5726.75
09/09/2024,24,5383.00
10/09/2024,1,5204.00
10/09/2024,2,5070.00
10/09/2024,3,5030.50
10/09/2024,4,5094.00
10/09/2024,5,5281.25
10/09/2024,6,5713.00
10/09/2024,7,6364.50
10/09/2024,8,6637.00
10/09/2024,9,6677.05
10/09/2024,10,6485.44
10/09/2024,11,6269.13
10/09/2024,12,6235.57
10/09/2024,13,6361.76
10/09/2024,14,6334.00
10/09/2024,15,6456.50
10/09/2024,16,6585.75
10/09/2024,17,6661.50
10/09/2024,18,6785.00
10/09/2024,19,6995.25
10/09/2024,20,7223.25
10/09/2024,21,6890.25
10/09/2024,22,6213.75
10/09/2024,23,5712.25
10/09/2024,24,5431.50
11/09/2024,1,5281.25
11/09/2024,2,5217.75
11/09/2024,3,5163.25
11/09/2024,4,5205.00
11/09/2024,5,5382.00
11/09/2024,6,5806.75
11/09/2024,7,6422.75
11/09/2024,8,6811.50
11/09/2024,9,6935.50
11/09/2024,10,6829.75
11/09/2024,11,6670.75
11/09/2024,12,6653.75
11/09/2024,13,6653.25
11/09/2024,14,6573.50
11/09/2024,15,6473.50
11/09/2024,16,6489.50
11/09/2024,17,6481.25
11/09/2024,18,6630.75
11/09/2024,19,6849.50
11/09/2024,20,7083.50
11/09/2024,21,6749.00
11/09/2024,22,6085.75
11/09/2024,23,5629.50
11/09/2024,24,5298.25
12/09/2024,1,5217.75
12/09/2024,2,5061.25
12/09/2024,3,5012.75
12/09/2024,4,5039.25
12/09/2024,5,5195.75
12/09/2024,6,5672.00
12/09/2024,7,6223.50
12/09/2024,8,6485.25
12/09/2024,9,6420.25
12/09/2024,10,6145.50
12/09/2024,11,5903.50
12/09/2024,12,5782.00
12/09/2024,13,5750.25
12/09/2024,14,5746.25
12/09/2024,15,5748.50
12/09/2024,16,5836.50
12/09/2024,17,6111.00
12/09/2024,18,6496.75
12/09/2024,19,6795.25
12/09/2024,20,7124.75
12/09/2024,21,6811.00
12/09/2024,22,6184.00
12/09/2024,23,5705.25
12/09/2024,24,5313.25
13/09/2024,1,5181.75
13/09/2024,2,5075.00
13/09/2024,3,5071.50
13/09/2024,4,5150.00
13/09/2024,5,5272.50
13/09/2024,6,5715.25
13/09/2024,7,6163.75
13/09/2024,8,6332.50
13/09/2024,9,6207.25
13/09/2024,10,6066.25
13/09/2024,11,5831.75
13/09/2024,12,5833.50
13/09/2024,13,6034.00
13/09/2024,14,6110.25
13/09/2024,15,6214.00
13/09/2024,16,6412.50
13/09/2024,17,6545.75
13/09/2024,18,6714.50
13/09/2024,19,6939.75
13/09/2024,20,7101.50
13/09/2024,21,6753.00
13/09/2024,22,6177.00
13/09/2024,23,5656.75
13/09/2024,24,5354.25
14/09/2024,1,5166.50
14/09/2024,2,5057.25
14/09/2024,3,5000.25
14/09/2024,4,4979.75
14/09/2024,5,4984.50
14/09/2024,6,5054.50
14/09/2024,7,5191.25
14/09/2024,8,5465.25
